,date,text,followers,polarity,sentiment_confidence,clusters,difference
12,2018-02-25 03:32:11,"b'RT @Khanoisseur: Facebook, Google and Twitter took millions of dollars from Trump campaign, which in turn was funneling in tons of dark mon\xe2\x80\xa6'",150,-0.15,0.4,1,-0.00010286068551405192
13,2018-02-25 03:32:11,"b'RT @mnrothbard: ""Episode 86: Former Police Officer Raeford Davis on Police Response to the Parkland Shooting"" is up on my website and iTune\xe2\x80\xa6'",579,0.0,0.0,4,0.0
14,2018-02-25 03:32:11,"b""RT @quintabrunson: I really don't like when different apps like google and adobe ask me for my phone number. like chill. I have a boyfriend.""",291,0.1,0.4,1,0.0001330331532648405
15,2018-02-25 03:32:11,b'RT @ProudResister: UPDATED LIST: #BoycottNRA\n\n20 brands have dropped the @NRA.\nThe following brands have NOT:\n\nBETTER HURRY UP\n@amazon\n@Fed\xe2\x80\xa6',17,0.0,0.1,4,0.0
16,2018-02-25 03:32:11,b'RT @PoliticalEmilia: Hi guys! A student journalist up in Portland just dm\xe2\x80\x99ed me and asked for help with a project she\xe2\x80\x99s working on.\n\nIf you\xe2\x80\xa6',406,0.0,0.0,4,0.0
17,2018-02-25 03:32:10,"b'RT @shannonrwatts: This @NRA spokesman, @NRATV host and conspiracy theorist is accusing the Parkland survivors of being a hoax. This is DIS\xe2\x80\xa6'",355,0.0,0.0,4,0.0
18,2018-02-25 03:32:10,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',11,-0.75,1.0,3,-9.428896172121428e-05
19,2018-02-25 03:32:10,"b""RT @IndivChi_South: Tues 2/27, 1pm, downtown Chicago: TAX FAIRNESS RALLY! Say NO to nepotism &amp; corruption in Berrios's Assessor office, whi\xe2\x80\xa6""",1120,0.0,0.0,4,0.0
20,2018-02-25 03:32:09,b'RT @gawdcompIexx: It\xe2\x80\x99s most definitely a Russian Bot who searches \xe2\x80\x9cblack woman\xe2\x80\x9d on google and used the first pic they saw . Thinking they\xe2\x80\x99r\xe2\x80\xa6',306,0.25,0.2777777777777777,1,0.00024286550746373365
21,2018-02-25 03:32:09,b'Curling Scoring is trending on Google. Read the latest here: https://t.co/pzjXdj7n8b https://t.co/UcfS52OBpp',2407,0.5,0.9,0,0.01237928350161615
22,2018-02-25 03:32:09,"b""Lanier Islands resort named 2018 'Best of Weddings' venue by wedding planning site - https://t.co/Nf6R8R119t\xe2\x80\xa6 https://t.co/MlFZQwTRQe""",9169,1.0,0.3,0,0.03143765418261141
23,2018-02-25 03:32:09,b'Sweet plum bread https://t.co/WwXwyYpkm2',262,0.35,0.65,0,0.0006812234622294517
24,2018-02-25 03:32:07,b'RT @flogmall: Dear colleagues!\nWe created the instruction manual that explains how to support FLOGmall and get ALL customer-announced bonus\xe2\x80\xa6',572,0.0,0.0,4,0.0
25,2018-02-25 03:32:06,b'MediBloc Reaches 24 Hour Trading Volume of $316775.00 (MED) https://t.co/6NONDXeOGD #XMR #Monero #GoogleAlert',10693,0.0,0.0,4,0.0
26,2018-02-25 03:32:06,"b'RT @freezingtime: / dream of freezing\n\nxiumin, baekhyun exhibition \n2018.04.14 - 04.15\n\nhttps://t.co/qtbBjyftbW\n#iHeartAwards #BestFanArmy\xe2\x80\xa6'",1,-0.25,1.0,3,-2.8572412642792203e-06
27,2018-02-25 03:32:06,"b""@Gleamapp is giving away a 128GB Google Pixel 2 and I'd love to #win it. Help me out: https://t.co/p6v1klbZ7k""",183,0.65,0.5,0,0.0006797376967720265
28,2018-02-25 03:32:06,b'@ProudResister @NRA @MetLife @symantec @LifeLock @BestWestern @Wyndham @Alamo @NationalPro @Enterprise @FNBOmaha\xe2\x80\xa6 https://t.co/XLOJ0678FM',116,0.0,0.0,4,0.0
29,2018-02-25 03:32:06,b'Ubiq (CRYPTO:UBQ) Price Tops $2.22 https://t.co/Qs33Q2j88o #XMR #Monero #GoogleAlert',10693,0.0,0.0,4,0.0
30,2018-02-25 03:32:06,b'RT @NatashaBertrand: \xe2\x80\x9cThe notification led White House lawyers and aides to believe that they were more problematic than the complexity of\xe2\x80\xa6',184,0.25,0.25,1,0.00013143309815684414
31,2018-02-25 03:32:05,"b'RT @KevinMKruse: You should Google ""internment"" sometime. https://t.co/vghvZwqoBI'",506,0.0,0.0,4,0.0
32,2018-02-25 03:32:05,b'Large Conservative Company Dragging Google Into Court https://t.co/YBWfy7YKmX https://t.co/e7qVOVbF2U',1430,0.21428571428571427,0.42857142857142855,1,0.0015009263294397375
33,2018-02-25 03:32:05,b'RT @JulianAssange: *Sixteen* female lawyers who worked for Swedish law firm which pushed to arrest me (I was cleared) come forth to denounc\xe2\x80\xa6',45,-0.08333333333333333,0.18888888888888888,4,-8.095516915457793e-06
34,2018-02-25 03:32:05,b'Monero Price Reaches $277.07 on Major Exchanges (XMR) https://t.co/fKqwdQ9Far #XMR #Monero #GoogleAlert',10693,0.0625,0.5,1,0.0038190601048672126
35,2018-02-25 03:32:05,"b'https://t.co/cVjb1mJsEE ""If you\'re taking time out to clean y\xe2\x80\xa6"" - Tweet https://t.co/5Z4grAYeqg'",3812,0.3666666666666667,0.7000000000000001,0,0.011182251798083919
36,2018-02-25 03:32:05,"b'RT @Khanoisseur: Facebook, Google and Twitter took millions of dollars from Trump campaign, which in turn was funneling in tons of dark mon\xe2\x80\xa6'",347,-0.15,0.4,1,-0.00023795105248917346
37,2018-02-25 03:32:05,"b'Search in Pics: Google\xe2\x80\x99s Captain America, a mural at Google &amp; a shiny Google slide https://t.co/mMF3r3tzUJ #ChannelIndustry'",658,0.0,0.0,4,0.0
38,2018-02-25 03:32:05,b'RT @T_FrontPage: Digital Marketing Los Angeles Total Front Page.  Your business can appear in every organic spot on the 1st page of Google\xe2\x80\xa6',559,0.0,0.375,1,0.0
39,2018-02-25 03:32:05,b'Check Water Flow Alarm - E084 - Greens Pkwy - Ella Blvd - 21:27 - https://t.co/G7ng6koky7',3393,0.0,0.0,4,0.0
40,2018-02-25 03:32:04,"b'RT @kyoongmaz56: / dream of freezing\n\nxiumin, baekhyun exhibition \n2018.04.14 - 04.15\n\nhttps://t.co/BTY7ZZRcCC\n\n#iHeartAwards #BestFanArmy\xe2\x80\xa6'",387,-0.25,1.0,3,-0.0011057523692760583
41,2018-02-25 03:32:04,b'RT @gawdcompIexx: It\xe2\x80\x99s most definitely a Russian Bot who searches \xe2\x80\x9cblack woman\xe2\x80\x9d on google and used the first pic they saw . Thinking they\xe2\x80\x99r\xe2\x80\xa6',97,0.25,0.2777777777777777,1,7.698677850974564e-05
42,2018-02-25 03:32:04,b'if you search up \xe2\x80\x9cthe nut gatherer\xe2\x80\x9d on google a picture of elle appears',317,0.0,0.0,4,0.0
43,2018-02-25 03:32:04,"b'@WangNianyi2001 In ChromeOS, Capital Lock is assigned to Google by default.'",4,0.0,0.0,4,0.0
44,2018-02-25 03:32:04,"b'Google Assistant to get multiple new languages, distribution and skills https://t.co/4Tl6fQzejR #APosttoMarTechToday'",658,0.06818181818181818,0.2272727272727273,4,0.00011653293916709053
45,2018-02-25 03:32:03,b'Drone fpv app https://t.co/x0nF9PsGML',30258,0.0,0.0,4,0.0
46,2018-02-25 03:32:03,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',1612,-0.75,1.0,3,-0.01381761875405431
47,2018-02-25 03:32:03,b'RT @AcademicsSay: Academic social media\n\nGoogle Scholar: I am my h-index\nResearchGate: Give pdfs back pls\nAcademia. edu: Give time back pls\xe2\x80\xa6',129,0.008333333333333333,0.016666666666666666,4,2.047689572733441e-07
48,2018-02-25 03:32:03,"b""RT @MandaoMovie: Interesting read. #indiefilm #indiefilmmaker #Distribution #MandaoMovie Sundance 2018: Why Amazon and Netflix didn't buy a\xe2\x80\xa6""",31,0.5,0.5,0,8.857447919265582e-05
49,2018-02-25 03:32:03,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',17,-0.75,1.0,3,-0.00014571930447824025
50,2018-02-25 03:32:03,b'RT  Will Kate Middleton and Prince William have twins? https://t.co/lCqzb7EZeG',7905,0.0,0.0,4,0.0
51,2018-02-25 03:32:02,"b""You worked hard to reach the top of #SEO ranking. \n\nGreat Job! \n\nBut, your work doesn't end here. The next challeng\xe2\x80\xa6 https://t.co/nbanB11Xr6""",5187,0.1111111111111111,0.3472222222222221,1,0.0022871158083049865
52,2018-02-25 03:32:02,"b""Oil industry's thirst for water could create conflict https://t.co/DFWG0C2ROc #PrDesk""",480,0.0,0.0,4,0.0
53,2018-02-25 03:32:02,b'#NowPlaying FLURI Boyz - Jamais Vu (Ft. LOCKO) sur @j237Radio #J237Radio https://t.co/VBqK95brKo',2937,0.0,0.0,4,0.0
54,2018-02-25 03:32:01,"b""RT @r0ck3rgirl81: @authoritees @washingtonpost Just Google the story or I posted one of the stories on my feed. It's so funny they've locke\xe2\x80\xa6""",1874,0.25,1.0,0,0.005354470129259259
55,2018-02-25 03:32:01,"b'RT @freezingtime: / dream of freezing\n\nxiumin, baekhyun exhibition \n2018.04.14 - 04.15\n\nhttps://t.co/qtbBjyftbW\n#iHeartAwards #BestFanArmy\xe2\x80\xa6'",2,-0.25,1.0,3,-5.714482528558441e-06
56,2018-02-25 03:32:01,b'So pretty https://t.co/Is7X6lVC55',170,0.25,1.0,0,0.0004857310149274675
57,2018-02-25 03:32:00,"b'Google is free??? Dont see anything tho.. If it was just based some stupid article like koreabooo,Akp we dont need\xe2\x80\xa6 https://t.co/CrY2vFN270'",542,-0.2,0.9,3,-0.0011150098309723232
58,2018-02-25 03:32:00,b'#Tune3reeRadio NowPlaying  Alistair Reeves - The Coolest Station | Tune in now https://t.co/0cL5StEziK\n\nNeed Airpla\xe2\x80\xa6 https://t.co/Gkfqnyft3D',1556,0.0,0.0,4,0.0
59,2018-02-25 03:32:00,b'RT @databuddyapp: Bid &amp; Win iPhone X under Rs.20 on Databuddy App https://t.co/OsqJKeBlJF  #databuddy #contest #apple #iPhoneX #prize #indi\xe2\x80\xa6',0,0.8,0.4,0,0.0
60,2018-02-25 03:32:00,"b'So @Apple, @Google, @amazon. and @FedEx are the last big hold outs in the NRA walkout.  Do the right thing. #BoycottNRA'",16,0.09523809523809523,0.2341269841269841,4,4.07745389792832e-06
61,2018-02-25 03:31:59,b'RT @stutteringjohnm: Boycott these companies that are listed below as they are still in bed with the NRA. Please retweet.\n\nAmazon\nApple\nCle\xe2\x80\xa6',583,0.0,0.0,4,0.0
62,2018-02-25 03:31:59,b'@FF2_Media Thanks for the Hedy shout-out! From all of us who worked so hard to bring her story to life- thank you! \nhttps://t.co/BatJOxy6UN',455,-0.057291666666666685,0.37083333333333335,1,-0.0001104812356742064
63,2018-02-25 03:31:59,"b'RT @shannonrwatts: This @NRA spokesman, @NRATV host and conspiracy theorist is accusing the Parkland survivors of being a hoax. This is DIS\xe2\x80\xa6'",376,0.0,0.0,4,0.0
64,2018-02-25 03:31:59,"b""RT @flamingsoo: I wish non-kpop fans who's getting interested in EXO after watching the Olympic Closing Ceremony would google EXO instead o\xe2\x80\xa6""",103,0.25,0.5,1,0.00014714792511037983
65,2018-02-25 03:31:58,b'RT @______ii_____: U know what makes ftisland more special than other groups\nNow go to google image\nType any groups + meme (ftisland meme)\xe2\x80\xa6',225,0.2440476190476191,0.4821428571428572,1,0.00030257966322293667
66,2018-02-25 03:31:58,"b'Benghazi Contractor, Military Vet Tapped for CPAC\xe2\x80\x99s Annual Defender of the Constitution\xc2\xa0Award https://t.co/Sz1gyNjaO7'",13,-0.1,0.1,4,-1.4857654574251948e-06
67,2018-02-25 03:31:58,b'Earn Bitcoins while using Google Chrome https://t.co/dz5ufnMSG2',2794,0.0,0.0,4,0.0
68,2018-02-25 03:31:58,b'RT @Kjwhb: [\xe0\xb8\x8b\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2]180224 Fuse interview with #iKON \n\xf0\x9f\x91\x89https://t.co/GluiI38Hg3 https://t.co/iqm4Nyb53x',57,-0.75,1.0,3,-0.0004885882561917467
69,2018-02-25 03:31:58,"b""RT @eugenegu: Dear @Google,\n\nDon't be evil. Please stay true to your  company motto and dump NRA TV from Google Play. Nothing is more evil\xe2\x80\xa6""",344,-0.05000000000000001,0.7166666666666667,1,-0.00014088104260406078
70,2018-02-25 03:31:57,b'RT @ProudResister: 20 brands have dumped the @NRA: \n\n@MetLife\n@symantec\n@LifeLock\n@BestWestern\n@Wyndham\n@Alamo\n@NationalPro\n@Enterprise\n@FN\xe2\x80\xa6',67,0.0,0.0,4,0.0
71,2018-02-25 03:31:57,"b'Wow. Google wants everybody to shut up, sit down and get back to work.\nUnderstandable?\n\nNot if workers are being pu\xe2\x80\xa6 https://t.co/SqcWz9Xj8n'",97,0.03611111111111112,0.3472222222222223,1,1.390039056425964e-05
72,2018-02-25 03:31:57,"b""RT @_nicosaurus: In other news.. JANINA SAAN MIGUEL WAS A SUCCESS! \xe2\x9d\xa4 Hope to release/upload it soon (with Janina San Miguel's consent) but\xe2\x80\xa6""",13335,0.125,0.1875,4,0.0035719980242965694
73,2018-02-25 03:31:57,b'RT @AcademicsSay: Academic social media\n\nGoogle Scholar: I am my h-index\nResearchGate: Give pdfs back pls\nAcademia. edu: Give time back pls\xe2\x80\xa6',647,0.008333333333333333,0.016666666666666666,4,1.0270194988825864e-06
74,2018-02-25 03:31:55,b'Exclusive \xe2\x80\x94 Cathy McMorris Rodgers: \xe2\x80\x98We Are Going to Have to Defy History\xe2\x80\x99 to Hold House GOP\xc2\xa0Majority https://t.co/Mtij0Y7NMv',13,0.0,0.0,4,0.0
75,2018-02-25 03:31:55,b'RT @smartherco: Smarther Ranks Top in Google Search (https://t.co/0vHXfkPTW3) World wide for Android App Development company in Chennai #mo\xe2\x80\xa6',258,0.2,0.45,1,0.000265380568626254
76,2018-02-25 03:31:55,"b'RT @photonuttt: Social liberalism is a scourge in our nation, destroying it from the inside out. PJ Media What search engines do you recomm\xe2\x80\xa6'",3241,-0.08333333333333334,0.03333333333333333,4,-0.00010289243263921061
77,2018-02-25 03:31:54,b'RT @lufallon: So a lady in the nail place just told me I look like Bethany from Corrie to which another lady said \xe2\x80\x98who\xe2\x80\x99s that? I will googl\xe2\x80\xa6',816,0.0,0.0,4,0.0
78,2018-02-25 03:31:53,b'@JackReacho @JoeNBC @Apple @amazon @Google @RokuPlayer Then how am I going to watch @JoeNBC  ?',1954,0.0,0.0,4,0.0
79,2018-02-25 03:31:53,"b""RT @jjthomas06: It's getting old people. I tried to Google the sun just to see what it looks like again but it auto corrects to rain. \xf0\x9f\x98\x92 htt\xe2\x80\xa6""",362,0.1,0.2,4,8.274570701352624e-05
80,2018-02-25 03:31:52,b'RT @ReputectSoftwre: How Online Reputation Management Impacts your Google Rankings | Reputect Software\n\nhttps://t.co/mbwbSkWJQN\n#business #\xe2\x80\xa6',425,0.0,0.0,4,0.0
81,2018-02-25 03:31:52,"b""@plunfyy This isn't Google.""",34,0.0,0.0,4,0.0
82,2018-02-25 03:31:51,b'RT @gudejaema: (ENG) Kim Jaehwan \xe2\x80\x93 Beautiful Truth #\xea\xb9\x80\xec\x9e\xac\xed\x99\x98 \nfull performance : https://t.co/al5EKskTYO\n* please do NOT re-upload without credi\xe2\x80\xa6',3,0.04999999999999999,1.0,1,1.714344758567532e-06
83,2018-02-25 03:31:50,"b""RT @mog7546: #Manafort got caught allegedly committing bank fraud because he didn't know how to convert a PDF to a Word document\n\nhttps://t\xe2\x80\xa6""",1411,-0.1,0.1,4,-0.0001612626969559192
84,2018-02-25 03:31:50,b'RT @ProudResister: 20 brands have dumped the @NRA: \n\n@MetLife\n@symantec\n@LifeLock\n@BestWestern\n@Wyndham\n@Alamo\n@NationalPro\n@Enterprise\n@FN\xe2\x80\xa6',79,0.0,0.0,4,0.0
85,2018-02-25 03:31:49,"b'RT @Mark_Beech: Do a Google search for 70mp image of ""Lord Bryon"" and the first image you get is John Cooper Clarke. That... https://t.co/o\xe2\x80\xa6'",0,0.25,0.3333333333333333,1,0.0
86,2018-02-25 03:31:48,b'RT @INSP_Daniel: [INSP] The Guardian : 1st day\nhttps://t.co/klcgmqb4bl',92,-0.75,1.0,3,-0.0007885985889410648
87,2018-02-25 03:31:48,b'RT @ProudResister: UPDATED LIST: #BoycottNRA\n\n20 brands have dropped the @NRA.\nThe following brands have NOT:\n\nBETTER HURRY UP\n@amazon\n@Fed\xe2\x80\xa6',16,0.0,0.1,4,0.0
88,2018-02-25 03:31:48,"b'""Google\'s \'Bro Culture\' Led To Harassment, Argues New Lawsuit By Software Engineer"" https://t.co/9d7QDIk7Ma #tech2'",1286,0.13636363636363635,0.4545454545454545,1,0.0009110113055858865
89,2018-02-25 03:31:46,"b'@Delta What did the @NRA do? I missed the news, I was at work and nothing is showing up on Google...'",146,0.0,0.0,4,0.0
90,2018-02-25 03:31:45,"b'RT @freezingtime: / dream of freezing\n\nxiumin, baekhyun exhibition \n2018.04.14 - 04.15\n\nhttps://t.co/qtbBjyftbW\n#iHeartAwards #BestFanArmy\xe2\x80\xa6'",9,-0.25,1.0,3,-2.571517137851298e-05
91,2018-02-25 03:31:45,b'RT @salukipop: MY MOM GOT A GOOGLE HOME MINI AND I WAS TRYING 2 ASK IT SMTH AND IT JUSTAOFJFJDJDJ https://t.co/SmImHq77fR',2910,0.0,0.0,4,0.0
92,2018-02-25 03:31:45,b'Santa Clara: Taillow 100.0% (15/15/15) CP:238 (L13) Quick Attack/Aerial Ace till 20:01:41 (29m 57s).https://t.co/rEEL1mnPgG',5165,0.3333333333333333,0.5,0,0.009838434086668115
93,2018-02-25 03:31:45,"b'@gehrig38 @Livetolearn1996 Facts are clear \xf0\x9f\x91\x81\xe2\x80\x94 btw, google is free.'",1094,0.25,0.5916666666666667,1,0.0018494446496802011
94,2018-02-25 03:31:45,"b'RT @SpencerHarmonn: Spencer Harmon\'s Bad Intentions: Part 2 is available now, including hits like ""OMG"" ft. Jeremih J, ""Busta Rhymes"" ft. T\xe2\x80\xa6'",895,-0.1499999999999999,0.5333333333333333,1,-0.0008183138980895683
95,2018-02-25 03:31:45,"b'RT @JamesADamore: An Evergreen professor\'s diagnosis for what went wrong there mirrors mine for Google: ""a severe lack of viewpoint diversi\xe2\x80\xa6'",217,-0.5,0.9,3,-0.0011160384378274633
96,2018-02-25 03:31:44,b'RT @GHTrendingNow: The #Google Ranking Factor You Can Influence in an Afternoon [Case Study] https://t.co/AEM0Ypj5wt https://t.co/5bcVhePbVi',793,0.0,0.0,4,0.0
97,2018-02-25 03:31:44,b'Want to #win a 128GB Google Pixel 2? @Gleamapp is giving one away to a lucky winner. Go enter \xf0\x9f\x91\x89 https://t.co/p6v1klbZ7k',183,0.5666666666666667,0.6166666666666667,0,0.0007308632671275293
98,2018-02-25 03:31:44,"b""Michael Blackson Says That Kevin Hart Doesn't Write His Own &lt;b&gt;Jokes&lt;/b&gt;: Comedian Asks\xe2\x80\xa6 https://t.co/iCmQeo4qyK""",401,0.6,1.0,0,0.0027498089927423214
99,2018-02-25 03:31:43,b'Pokemon Draw Lession 47 | Gothitelle - Gothorita - Gourgeist - Granbull - Graveler \nFollow me:\n-Facebook:\xe2\x80\xa6 https://t.co/ke6YWopkxh',0,0.0,0.0,4,0.0
100,2018-02-25 03:31:43,b'RT @tef_ebooks: [poll] favorite discontinued google product',2575,-0.125,1.0,3,-0.003678698127759496
101,2018-02-25 03:31:43,"b""RT @Cam_Wheatley: Sick of reading news about plain old 'coal'? I made a chrome browser plugin that changes it to 'toxic death rock' when br\xe2\x80\xa6""",136,-0.2761904761904762,0.4714285714285714,1,-0.00020238131430120769
102,2018-02-25 03:31:43,b'naked girls on google earth juniornaked https://t.co/3MYiPpNhp9',28,0.0,0.4,1,0.0
103,2018-02-25 03:31:43,b'RT @ataairdrop: GET 500 ATA TOKENS (worth 25$) BY JOINING OUR BOUNTY CAMPAIGN.\nGET 1000 MORE FOR EACH FRIEND YOU REFER WORTH 50USD.\nhttps:/\xe2\x80\xa6',254,0.3666666666666667,0.2333333333333333,0,0.0002483641095412133
104,2018-02-25 03:31:42,"b'Oh, I thought she was the Secty. of Education...\n\nWoman admits to suffocating three babies in 80s in deaths ruled S\xe2\x80\xa6 https://t.co/DPDep4s9v5'",420,-0.5,0.5,3,-0.0012000413309972726
105,2018-02-25 03:31:42,b'Campbell: Miltank 97.8% (14/15/15) CP:788 (L12) Zen Headbutt/Stomp till 20:01:39 (29m 56s).https://t.co/VhtN2lzmgk',5165,0.0,0.0,4,0.0
106,2018-02-25 03:31:42,b'San Jose: Eevee 100.0% (15/15/15) CP:581 (L21) Quick Attack/Swift till 20:01:36 (29m 58s).https://t.co/lf0dB7z4Kp',5165,0.3333333333333333,0.5,0,0.009838434086668115
107,2018-02-25 03:31:41,"b""RT @Copyediting: If you've ever struggled to apply formatting to a Google spreadsheet, this @tutsplus tutorial is for you! https://t.co/lHe\xe2\x80\xa6""",182,0.0,0.0,4,0.0
108,2018-02-25 03:31:41,"b'RT @OppaliciousShop: 2nd Batch of Pre-Order\xe2\x9d\x97\xef\xb8\x8f\nKpop Albums, DVDs, Photobooks and Lightsticks\nDeadline of Orders/Payments: December 8 (Friday\xe2\x80\xa6'",133,0.0,0.0,4,0.0
109,2018-02-25 03:31:41,b'You obviously don\xe2\x80\x99t remember (or never knew) that fascism is considered right wing. Helpful hint: you can Google it\xe2\x80\xa6 https://t.co/mmpE5fY4np',1200,0.14285714285714285,0.5178571428571428,1,0.001014612204050172
110,2018-02-25 03:31:41,b'Micheal B Jordan looks like Cameron Dallas in Black panther seriously I though th it was Cameron @camerondallas\xe2\x80\xa6 https://t.co/osW1pgSyWD',42,-0.25,0.55,1,-6.600227320484999e-05
111,2018-02-25 03:31:41,b'RT @ShidelerK: Broward County Deputy &amp; CAIR FL employee Nezar Hamze found time 2 instruct mosque attendees 2 arm themselves against active\xe2\x80\xa6',369,0.0,0.0,4,0.0
112,2018-02-25 03:31:41,b'@williamlegate Got a quick clicker for Google? YouTube? Makes all this easier to do. Thank you if you do.',1890,0.3333333333333333,0.5,0,0.003600123992991817
113,2018-02-25 03:31:39,b'Jolteon \xe2\x99\x82 Thunder Shock/Discharge (IV: 56% - CP: 496 - L: 7 until 11:01:10pm. https://t.co/vXK53zUOnC',50,0.0,0.0,4,0.0
114,2018-02-25 03:31:38,"b'RT @SamuelAshworth: @Entropygrl Hey! It occurs to me that this list--maybe a google doc?--would be really helpful, because if students do t\xe2\x80\xa6'",559,0.2,0.2,4,0.00025555165867713347
115,2018-02-25 03:31:38,"b""RT @USTCSSC: Calling all performers and spoken word artists! Now's your chance to show everyone what you've got. Sign up to be a performer\xe2\x80\xa6""",612,0.0,0.0,4,0.0
116,2018-02-25 03:31:38,b'RT @ProudResister: UPDATED LIST: #BoycottNRA\n\n20 brands have dropped the @NRA.\nThe following brands have NOT:\n\nBETTER HURRY UP\n@amazon\n@Fed\xe2\x80\xa6',10,0.0,0.1,4,0.0
117,2018-02-25 03:31:37,"b""RT @daynperry: @gehrig38 Circulating this is deeply irresponsible. Eight or so seconds on Google would've shown you this is a hoax and thus\xe2\x80\xa6""",2701,0.0,0.4,1,0.0
118,2018-02-25 03:31:36,b'@mishegaas @Apple @amazon @Google @FedEx @GoClearent @HarlandClarke @hotelplanner @Lockton @Manageurid @MidwayUSA\xe2\x80\xa6 https://t.co/7CndzR5LkE',2853,0.0,0.0,4,0.0
119,2018-02-25 03:31:36,"b'[Welcome to Japan!!] In Shibuya, You can take a rest for free in happy science church. https://t.co/8kO6omVCKy'",820,0.7333333333333334,0.9,0,0.006185355888911657
120,2018-02-25 03:31:35,"b'RT @OppaliciousShop: 4th Batch of Pre-Order\xe2\x9d\x97\xef\xb8\x8f\nKpop Albums, DVDs, Photobooks and Lightsticks\nDeadline of Orders/Payments: January 30 (Tuesda\xe2\x80\xa6'",775,0.0,0.0,4,0.0
121,2018-02-25 03:31:35,b'New VR attraction takes visitors flying over Paris by jetpack https://t.co/fIW2FP1Q3D #vr',13136,0.13636363636363635,0.4545454545454545,1,0.009305633367166569
