index,date,text,followers,polarity,sentiment_confidence
87,2/24/2018 21:58,"b""So one hand is holding yours while the other is waving goodbye.\nI love you but it's your turn to cry...\nhttps://t.co/c2vQ62c5n4""",11976,0.1875,0.4875
88,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',116,0.5,0.5
89,2/24/2018 21:58,b'my apple watch appt is at 2:30 ughhhhhhhhhhhhh',140,0,0
90,2/24/2018 21:58,"b""Buffett reveals Berkshire's 15 largest stock holdings \xe2\x80\x94 including Apple, Wells Fargo - CNBC https://t.co/TqhWUEIWPn""",2828,0,0
91,2/24/2018 21:58,b'Apple Pay Cash nears its first international expansion - Engadget https://t.co/pZRe2ONWg7',6386,0.125,0.166666667
92,2/24/2018 21:58,b'Apple to Start Putting Sensitive Encryption Keys in China - WSJ - Wall Street Journal https://t.co/EeX1bqherD',4536,0.1,0.9
93,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',248,0.5,0.5
94,2/24/2018 21:58,b'RT @ProudResister: 20 brands have dumped the @NRA: \n\n@MetLife\n@symantec\n@LifeLock\n@BestWestern\n@Wyndham\n@Alamo\n@NationalPro\n@Enterprise\n@FN\xe2\x80\xa6',723,0,0
95,2/24/2018 21:58,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",31,0,0
96,2/24/2018 21:58,b'RT @ProudResister: 20 brands have dumped the @NRA: \n\n@MetLife\n@symantec\n@LifeLock\n@BestWestern\n@Wyndham\n@Alamo\n@NationalPro\n@Enterprise\n@FN\xe2\x80\xa6',127,0,0
97,2/24/2018 21:58,"b'RT @baekzyxing: #EXO (@weareoneEXO) also becomes the first K-pop artist to have one of their song, #Unfair rank in the best of the week as\xe2\x80\xa6'",194,-0.0125,0.633333333
98,2/24/2018 21:58,"b'RT @intexolteam: In 2hrs We will start our real Mass Streaming for whole day\nIf you cant stream in Korean Platform, please stream on Spotif\xe2\x80\xa6'",170,0.2,0.35
99,2/24/2018 21:58,b'RT @emmagfxc: \xec\xa7\x80\xeb\xaf\xbc \xf0\x9f\x92\x9b\n\n1/7 \xe2\x80\xa2 Golden Bangtan ~ Day and Night edit series \xe2\x80\xa2\n\n#BTSARMY #BestFanArmy #iHeartAwards @BTS_twt\n\nPhoto credit: Apple M\xe2\x80\xa6',218,0.3,0.5
100,2/24/2018 21:58,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",230,0,0
101,2/24/2018 21:58,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',3688,0.5,0.5
102,2/24/2018 21:58,"b'RT @anil1anil1: \xf0\x9f\x92\x9eInfinity Pool, Marina Bay Sands, Singapore \xf0\x9f\x87\xb8\xf0\x9f\x87\xac\nBook\xe2\x9c\x88\xef\xb8\x8fFlight https://t.co/TXtx9hdau4 \xf0\x9f\x9b\x8cHotel https://t.co/3pVrpJmd9c\nApp \xe2\x9c\x88\xef\xb8\x8fAn\xe2\x80\xa6'",107,0,0
103,2/24/2018 21:57,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",204,0,0
104,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',553,0.5,0.5
105,2/24/2018 21:57,b'RT @KateKatelh1: While in table top photography... two students help each other out while photographing an apple. @ATPI #atpiwc18 https://t\xe2\x80\xa6',1041,0.1875,0.4375
106,2/24/2018 21:57,"b'Hey don\xe2\x80\x99t forget my blog - where I occasionally write reviews and other thoughts, discuss the games I love to play,\xe2\x80\xa6 https://t.co/q2pCmh7CUJ'",743,0.125,0.366666667
107,2/24/2018 21:57,"b'@brandon_cali515 @tim_cook @AppleTV @AppleSupport @Apple As an all Apple home and a long time shareholder, we will\xe2\x80\xa6 https://t.co/yFw4vpogrz'",901,-0.05,0.4
108,2/24/2018 21:57,"b""RT @BTS_Billboard: ARMY, did you buy 'Agust D' on iTunes yet ? \xf0\x9f\x92\xaa\xf0\x9f\x92\x9c\n\nYou can purchase it here if you haven't:\n\xf0\x9f\x91\x89 https://t.co/dPkXsMyM5e\n\n#BTS\xe2\x80\xa6""",147,0,0
109,2/24/2018 21:57,"b'But if he woulda never ate the apple he\xe2\x80\x99d be mad sad. And woulda never pulled the leafs off of Eve, and seen all th\xe2\x80\xa6 https://t.co/2CEjWDgm6c'",273,-0.5625,1
110,2/24/2018 21:57,"b'Look \xf0\x9f\x91\x80 at my Bitch, Look \xf0\x9f\x91\x80 at me Bitch, Look at me Bitch available on all media outlets! (Apple\xe2\x80\xa6 https://t.co/kL2ZKaagtV'",1568,0.5,0.4
111,2/24/2018 21:57,b'RT @shannoncoulter: Here are the email addresses of PR teams of companies still distributing the NRATV app. Amazon: amazon-pr@amazon.com Ap\xe2\x80\xa6',267,0,0
112,2/24/2018 21:57,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',273,-0.75,1
113,2/24/2018 21:57,b'RT @Gawdessgood: Crown Apple and Apple juice are amazing together',3169,0.6,0.9
114,2/24/2018 21:57,"b'\xe2\x80\x9cVicar of Dibley\xe2\x80\x9d actress Emma Chambers has died, aged 53 - via @harshlightnews Editor-in-Chief @ShainEThomas  https://t.co/gJOdgYpFdD'",506,-0.1,0.4
115,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',104,0.5,0.5
116,2/24/2018 21:57,"b""RT @BTS_Billboard: ARMY, did you buy 'Agust D' on iTunes yet ? \xf0\x9f\x92\xaa\xf0\x9f\x92\x9c\n\nYou can purchase it here if you haven't:\n\xf0\x9f\x91\x89 https://t.co/dPkXsMyM5e\n\n#BTS\xe2\x80\xa6""",63,0,0
117,2/24/2018 21:57,"b'RT @brynnaquillin: ""Amazon is in the crosshairs of a campaign pushing it to drop the National Rifle Association\xe2\x80\x99s NRA TV streaming service\xe2\x80\xa6'",93,0,0
118,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',574,0.5,0.5
119,2/24/2018 21:57,"b'RT @AndrewDavidCox: Ladies and gentlemen: @BraunStrowman! ""The Monster Among Men"" isn\'t finished with singing, and he\'s here to drop his de\xe2\x80\xa6'",11,0,0
120,2/24/2018 21:57,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',2,-0.75,1
121,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',175,0.5,0.5
122,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',498,0.5,0.5
123,2/24/2018 21:57,"b'@eccentricmiind Got it, thanks for getting back to us about this. Which generation of the Apple TV are you using? I\xe2\x80\xa6 https://t.co/IiWrRPb4ru'",47679,0.1,0.1
124,2/24/2018 21:57,b'RT @DPtheMC: ALL INFO FOR #TheWoodWSSUReloaded \n\nNO YOU CANT NOT PAY AT THE DOOR\n\nYOU MUST HAVE A 4 YEAR COLLEGE ID TO ENTER!!!\n\nEVENTBRITE\xe2\x80\xa6',448,0,0
125,2/24/2018 21:57,"b'RT @tim_cook: Remembering Steve, our friend and leader, on his 63rd birthday: ""The thing that bound us together at Apple was the ability to\xe2\x80\xa6'",160,0,0
126,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',708,0.5,0.5
127,2/24/2018 21:57,b'RT @btsanalytics: [@BTS_twt \xe2\x86\x92 #ShazamFamWar]\n\nHow to Shazam - Tutorial \xf0\x9f\x8c\x80\n\n\xe2\x86\x92 iOS: (https://t.co/6BIYQkwvAH)\n\xe2\x86\x92 Android: (https://t.co/nNEAtFC\xe2\x80\xa6',212,-0.75,1
128,2/24/2018 21:57,"b""Trump Said to Weigh 'Red Flag' Orders to Take Guns Away Quickly\n\nThe restraining orders would take firearms away fr\xe2\x80\xa6 https://t.co/f19fYB3vnO""",71374,0,0
129,2/24/2018 21:57,b'burned 77 calories doing 13 minutes of Apple Health App Workout #myfitnesspal',44441,0,0
130,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',56,0.5,0.5
131,2/24/2018 21:57,"b""RT @shannonrwatts: Yep. It's long past time for @Apple, @amazon, @Google and @RokuPlayer to #DumpNRATV... https://t.co/uFZGZb8ENG""",198,-0.15,0.325
132,2/24/2018 21:57,b'RT @ValaAfshar: You know how many committees we have at Apple? Zero. We are organized like a startup.\n\n\xe2\x80\x94Steve Jobs (born 63 years ago today\xe2\x80\xa6',2035,0.5,0.5
133,2/24/2018 21:57,b'RT @noNRAmoney: \xe2\x80\x9cI Was a Republican Congressman. I Had to Do Something About Gun Violence.\xe2\x80\x9d\nRational gun policy should be bipartisan but th\xe2\x80\xa6',280,0,0
134,2/24/2018 21:57,b'HUGE APPLE + FUELBOX package giveaway! https://t.co/DGtu21AfoM',4995,0.5,0.9
135,2/24/2018 21:57,b'RT @Unbox_Junkie: New Video - Apple Airpods Clone - Are They Good?\n\xe2\x86\xaahttps://t.co/fZ40yB9xDM\xe2\x86\xa9\n\n#truewirelessearbuds #walmart #apple #airpods\xe2\x80\xa6',1,0.136363636,0.454545455
136,2/24/2018 21:57,b'RT @BillionairesNo: Unstable idiot Trump praises conspiracy theorist who smeared students who survived Parkland massacre - https://t.co/aSq\xe2\x80\xa6',4005,-0.8,0.8
137,2/24/2018 21:57,b'RT @DannyZuker: Not trying 2 take away anyones free speech. If @amazon &amp; @Apple agree w/ Wayne LaPierre that MOST Americans don\xe2\x80\x99t care abou\xe2\x80\xa6',701,0.45,0.65
138,2/24/2018 21:57,"b""RT @AppleMusic: Happy Valentine's Day #BTSArmy! What's your favorite @bts_bighit track? \xf0\x9f\x92\x95\nhttps://t.co/S80cTgSeLF https://t.co/sITHb7hhHV""",1,0.75,1
139,2/24/2018 21:57,b'RT @JoeNBC: Lawyers from @Apple @amazon @Google and @RokuPlayer should watch these disturbing videos and remove this channel. They incite v\xe2\x80\xa6',309,-0.5,0.8
140,2/24/2018 21:57,b'RT @jacksnowknows: The difference between a handgun and an AR-15 in terms of forensic damage is the difference between a scalpel and a chai\xe2\x80\xa6',100,0,0
141,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',260,0.5,0.5
142,2/24/2018 21:57,b'RT @ProudResister: 20 brands have dumped the @NRA: \n\n@MetLife\n@symantec\n@LifeLock\n@BestWestern\n@Wyndham\n@Alamo\n@NationalPro\n@Enterprise\n@FN\xe2\x80\xa6',5386,0,0
143,2/24/2018 21:57,b'RT @nathanielcs: the most gun control we\xe2\x80\x99ve had is apple replacing the gun emoji with a water gun',68,0.5,0.5
